type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,16/03/2024 20:55:27,28.61728167,-17.84935000,1.50,1389,,0,,29,45,,
T,16/03/2024 20:55:30,28.61728167,-17.84935000,1.50,1389,,0,,30,45,,
T,16/03/2024 20:55:33,28.61728167,-17.84935000,1.50,1389,,0,,31,45,,
T,16/03/2024 20:55:36,28.61728167,-17.84935000,1.50,1389,,0,,30,45,,
T,16/03/2024 20:55:39,28.61728167,-17.84935000,1.50,1389,,0,,31,45,,
T,16/03/2024 20:55:42,28.61728167,-17.84935000,1.40,1389,,0,,31,45,,
T,16/03/2024 20:55:45,28.61728167,-17.84935000,1.40,1389,,0,,30,45,,
T,16/03/2024 20:55:48,28.61725167,-17.84931333,1.40,1389,,0,111,29,45,,
T,16/03/2024 20:55:51,28.61724833,-17.84931000,1.40,1389,,0,,30,45,,
T,16/03/2024 20:55:54,28.61724833,-17.84931000,1.50,1389,,0,,30,45,,
T,16/03/2024 20:55:57,28.61724833,-17.84931000,1.50,1389,,0,,31,44,,
T,16/03/2024 20:56:00,28.61724833,-17.84931000,1.50,1389,,0,,28,44,,
T,16/03/2024 20:56:03,28.61724833,-17.84931000,1.40,1389,,0,,30,44,,
T,16/03/2024 20:56:06,28.61724833,-17.84931000,1.40,1389,,0,,30,44,,
T,16/03/2024 20:56:09,28.61724833,-17.84931000,1.40,1389,,0,,31,45,,
T,16/03/2024 20:56:12,28.61724833,-17.84931000,1.30,1389,,0,,30,45,,
T,16/03/2024 20:56:15,28.61724833,-17.84931000,1.40,1389,,0,,31,45,,
T,16/03/2024 20:56:18,28.61724833,-17.84931000,1.40,1389,,0,,30,45,,
T,16/03/2024 20:56:21,28.61724833,-17.84931000,1.40,1389,,0,,31,45,,
T,16/03/2024 20:56:24,28.61724833,-17.84931000,1.40,1389,,0,,31,45,,
T,16/03/2024 20:56:27,28.61724833,-17.84931000,1.40,1389,,0,,30,45,,
T,16/03/2024 20:56:30,28.61724833,-17.84931000,1.40,1389,,0,,30,45,,
T,16/03/2024 20:56:33,28.61724833,-17.84931000,1.40,1389,,0,,31,45,,
T,16/03/2024 20:56:36,28.61724833,-17.84931000,1.40,1389,,0,,29,45,,
T,16/03/2024 20:56:39,28.61722667,-17.84931167,1.40,1391,,0,106,30,45,,
T,16/03/2024 20:56:42,28.61722000,-17.84930667,1.50,1391,,0,,31,45,,
T,16/03/2024 20:56:45,28.61721833,-17.84929500,1.40,1391,,0,103,30,45,,
T,16/03/2024 20:56:48,28.61721500,-17.84927333,1.40,1391,,0,107,31,45,,
T,16/03/2024 20:56:51,28.61720667,-17.84925833,1.40,1391,,0,135,31,45,,
T,16/03/2024 20:56:54,28.61718833,-17.84924667,1.50,1391,,0,142,31,45,,
T,16/03/2024 20:56:57,28.61717000,-17.84923500,1.60,1391,,0,146,31,45,,
T,16/03/2024 20:57:00,28.61715667,-17.84921333,1.60,1391,,0,134,31,45,,
T,16/03/2024 20:57:03,28.61714500,-17.84919667,1.60,1391,,0,126,31,45,,
T,16/03/2024 20:57:06,28.61713333,-17.84917833,1.60,1392,,0,128,30,45,,
T,16/03/2024 20:57:09,28.61712000,-17.84916000,1.60,1392,,0,124,31,45,,
T,16/03/2024 20:57:12,28.61710667,-17.84913500,1.60,1392,,0,116,31,45,,
T,16/03/2024 20:57:15,28.61708000,-17.84911167,1.50,1391,,0,145,31,45,,
T,16/03/2024 20:57:18,28.61706000,-17.84910000,1.60,1391,,0,152,30,45,,
T,16/03/2024 20:57:21,28.61703833,-17.84909667,1.60,1390,,0,167,30,44,,
T,16/03/2024 20:57:24,28.61702833,-17.84907500,1.60,1390,,0,135,31,44,,
T,16/03/2024 20:57:27,28.61701167,-17.84905333,1.60,1391,,0,160,30,44,,
T,16/03/2024 20:57:30,28.61699167,-17.84904000,1.60,1391,,0,147,29,44,,
T,16/03/2024 20:57:33,28.61696000,-17.84903333,1.60,1391,,0,150,30,44,,
T,16/03/2024 20:57:36,28.61693667,-17.84902000,1.70,1391,,0,151,31,44,,
T,16/03/2024 20:57:39,28.61690833,-17.84901333,1.60,1391,,0,163,31,44,,
T,16/03/2024 20:57:42,28.61687500,-17.84901500,1.60,1392,,0,184,31,44,,
T,16/03/2024 20:57:45,28.61685833,-17.84901167,1.50,1393,,0,175,31,44,,
T,16/03/2024 20:57:48,28.61683500,-17.84900333,1.50,1392,,0,174,30,44,,
T,16/03/2024 20:57:51,28.61681333,-17.84901000,1.50,1391,,0,182,28,44,,
T,16/03/2024 20:57:54,28.61678833,-17.84900833,1.60,1391,,0,191,30,44,,
T,16/03/2024 20:57:57,28.61676500,-17.84901333,1.60,1392,,0,195,29,44,,
T,16/03/2024 20:58:00,28.61675500,-17.84901500,1.80,1391,,0,159,29,44,,
T,16/03/2024 20:58:03,28.61676833,-17.84900667,1.80,1390,,0,72,27,45,,
T,16/03/2024 20:58:06,28.61677667,-17.84899333,1.70,1390,,0,69,28,45,,
T,16/03/2024 20:58:09,28.61678667,-17.84897167,1.60,1389,,0,39,29,45,,
T,16/03/2024 20:58:12,28.61680667,-17.84895000,1.50,1388,,0,41,28,45,,
T,16/03/2024 20:58:15,28.61684167,-17.84892667,1.60,1388,,0,26,28,44,,
T,16/03/2024 20:58:18,28.61688167,-17.84890167,1.70,1389,,1,33,29,45,,
T,16/03/2024 20:58:21,28.61689833,-17.84888167,1.60,1390,,1,37,28,45,,
T,16/03/2024 20:58:24,28.61692833,-17.84885667,1.70,1391,,1,39,28,45,,
T,16/03/2024 20:58:27,28.61696167,-17.84883833,1.70,1392,,1,25,29,45,,
T,16/03/2024 20:58:30,28.61697833,-17.84881500,1.60,1391,,1,39,29,45,,
T,16/03/2024 20:58:33,28.61700000,-17.84880333,1.50,1391,,1,4,29,45,,
T,16/03/2024 20:58:36,28.61702333,-17.84878333,1.60,1390,,1,31,29,45,,
T,16/03/2024 20:58:39,28.61703500,-17.84876000,1.50,1389,,1,50,28,45,,
T,16/03/2024 20:58:42,28.61705167,-17.84874833,1.60,1388,,1,28,28,45,,
T,16/03/2024 20:58:45,28.61707333,-17.84872333,1.50,1387,,1,44,29,45,,
T,16/03/2024 20:58:48,28.61709667,-17.84869833,1.60,1387,,1,45,29,45,,
T,16/03/2024 20:58:51,28.61712333,-17.84868167,1.60,1387,,1,29,29,45,,
T,16/03/2024 20:58:54,28.61714333,-17.84866833,1.60,1388,,1,32,29,45,,
T,16/03/2024 20:58:57,28.61717000,-17.84864667,1.60,1388,,1,34,28,45,,
T,16/03/2024 20:59:00,28.61719333,-17.84862167,1.70,1388,,1,30,27,45,,
T,16/03/2024 20:59:03,28.61722333,-17.84859833,1.60,1389,,1,38,28,45,,
T,16/03/2024 20:59:06,28.61724167,-17.84858333,1.60,1390,,1,33,27,45,,
T,16/03/2024 20:59:09,28.61726167,-17.84856333,1.60,1390,,1,33,28,45,,
T,16/03/2024 20:59:12,28.61728500,-17.84854167,1.60,1390,,0,47,27,45,,
T,16/03/2024 20:59:15,28.61730000,-17.84852333,1.70,1390,,1,43,28,45,,
T,16/03/2024 20:59:18,28.61732833,-17.84851000,1.60,1389,,1,41,29,45,,
T,16/03/2024 20:59:21,28.61735500,-17.84848500,1.60,1390,,1,44,29,45,,
T,16/03/2024 20:59:24,28.61738500,-17.84846500,1.70,1389,,1,26,28,45,,
T,16/03/2024 20:59:27,28.61741000,-17.84845000,1.50,1390,,1,29,29,45,,
T,16/03/2024 20:59:30,28.61744167,-17.84844167,1.60,1390,,1,1,30,45,,
T,16/03/2024 20:59:33,28.61747000,-17.84843667,1.50,1389,,1,30,30,45,,
T,16/03/2024 20:59:36,28.61750833,-17.84841500,1.60,1389,,1,22,28,45,,
T,16/03/2024 20:59:39,28.61753000,-17.84840667,1.60,1388,,1,23,29,45,,
T,16/03/2024 20:59:42,28.61755000,-17.84840167,1.50,1388,,1,18,30,45,,
T,16/03/2024 20:59:45,28.61757000,-17.84838833,1.60,1387,,1,28,28,45,,
T,16/03/2024 20:59:48,28.61759667,-17.84836333,1.60,1385,,1,25,28,45,,
T,16/03/2024 20:59:51,28.61761500,-17.84834667,1.50,1384,,1,38,29,45,,
T,16/03/2024 20:59:54,28.61764333,-17.84832333,1.60,1384,,1,30,29,45,,
T,16/03/2024 20:59:57,28.61766833,-17.84831000,1.60,1384,,1,33,30,45,,
T,16/03/2024 21:00:00,28.61769833,-17.84829000,1.60,1384,,1,34,30,45,,
T,16/03/2024 21:00:03,28.61772833,-17.84827000,1.60,1382,,1,22,30,45,,
T,16/03/2024 21:00:06,28.61775167,-17.84825833,1.50,1382,,1,31,30,45,,
T,16/03/2024 21:00:09,28.61777667,-17.84823833,1.50,1381,,1,39,30,45,,
T,16/03/2024 21:00:12,28.61780000,-17.84821833,1.60,1381,,1,40,30,45,,
T,16/03/2024 21:00:15,28.61781667,-17.84820167,1.50,1379,,0,50,30,45,,
T,16/03/2024 21:00:18,28.61783500,-17.84819000,1.60,1380,,0,26,29,45,,
T,16/03/2024 21:00:21,28.61786000,-17.84818000,1.70,1380,,0,36,29,45,,
T,16/03/2024 21:00:24,28.61787667,-17.84816167,1.60,1380,,0,29,28,45,,
T,16/03/2024 21:00:27,28.61788167,-17.84815833,1.60,1380,,0,58,28,45,,
T,16/03/2024 21:00:30,28.61788333,-17.84814833,1.50,1380,,0,45,27,45,,
T,16/03/2024 21:00:33,28.61789000,-17.84814167,1.60,1380,,0,,28,45,,
T,16/03/2024 21:00:36,28.61790000,-17.84814667,1.70,1380,,0,,27,45,,
T,16/03/2024 21:00:39,28.61790333,-17.84815333,1.70,1380,,0,,29,45,,
T,16/03/2024 21:00:42,28.61790333,-17.84815333,1.70,1380,,0,,29,45,,
T,16/03/2024 21:00:45,28.61790333,-17.84815333,1.80,1380,,0,,28,45,,
T,16/03/2024 21:00:48,28.61790333,-17.84815333,1.70,1380,,0,,29,45,,
T,16/03/2024 21:00:51,28.61790333,-17.84815333,1.60,1380,,0,,30,45,,
T,16/03/2024 21:00:54,28.61790333,-17.84815333,1.60,1380,,0,,30,46,,
T,16/03/2024 21:00:57,28.61790333,-17.84815333,1.60,1380,,0,,30,46,,
T,16/03/2024 21:01:00,28.61790333,-17.84815333,1.50,1380,,0,,30,46,,
T,16/03/2024 21:01:03,28.61790333,-17.84815333,1.50,1380,,0,,28,46,,
T,16/03/2024 21:01:06,28.61790333,-17.84815333,1.40,1380,,0,,30,46,,
T,16/03/2024 21:01:09,28.61790333,-17.84815333,1.50,1380,,0,,28,46,,
T,16/03/2024 21:01:12,28.61790333,-17.84815333,1.50,1380,,0,,29,46,,
T,16/03/2024 21:01:15,28.61790333,-17.84815333,1.50,1380,,0,,27,46,,
T,16/03/2024 21:01:18,28.61790333,-17.84815333,1.60,1380,,0,,28,46,,
T,16/03/2024 21:01:21,28.61790333,-17.84815333,1.50,1380,,0,,27,45,,
T,16/03/2024 21:01:24,28.61790333,-17.84815333,1.50,1380,,0,,29,45,,
T,16/03/2024 21:01:27,28.61790333,-17.84815333,1.50,1380,,0,,29,45,,
T,16/03/2024 21:01:30,28.61790333,-17.84815333,1.40,1380,,0,,30,45,,
T,16/03/2024 21:01:33,28.61790333,-17.84815333,1.40,1380,,0,,29,45,,
T,16/03/2024 21:01:36,28.61784333,-17.84823167,1.50,1388,,0,161,30,45,,
T,16/03/2024 21:01:39,28.61784333,-17.84823167,1.50,1388,,0,,29,45,,
T,16/03/2024 21:01:42,28.61784333,-17.84823167,1.50,1388,,0,,29,45,,
T,16/03/2024 21:01:45,28.61784333,-17.84823167,1.50,1388,,0,,30,45,,
T,16/03/2024 21:01:48,28.61784333,-17.84823167,1.60,1388,,0,,29,45,,
T,16/03/2024 21:01:51,28.61784333,-17.84823167,1.70,1388,,0,,28,45,,
T,16/03/2024 21:01:54,28.61784333,-17.84823167,1.70,1388,,0,,27,45,,
T,16/03/2024 21:01:57,28.61784333,-17.84823167,1.70,1388,,0,,28,45,,
T,16/03/2024 21:02:00,28.61784333,-17.84823167,1.80,1388,,0,,26,45,,
T,16/03/2024 21:02:03,28.61784333,-17.84823167,1.60,1388,,0,,27,45,,
T,16/03/2024 21:02:06,28.61784333,-17.84823167,1.60,1388,,0,,28,45,,
T,16/03/2024 21:02:09,28.61784333,-17.84823167,1.50,1388,,0,,28,45,,
T,16/03/2024 21:02:12,28.61784333,-17.84823167,1.50,1388,,0,,29,45,,
T,16/03/2024 21:02:15,28.61784333,-17.84823167,1.60,1388,,0,,27,45,,
T,16/03/2024 21:02:18,28.61784333,-17.84823167,1.70,1388,,0,,28,45,,
T,16/03/2024 21:02:21,28.61784333,-17.84823167,1.60,1388,,0,,28,45,,
T,16/03/2024 21:02:24,28.61784333,-17.84823167,1.60,1388,,0,,27,45,,
T,16/03/2024 21:02:27,28.61784333,-17.84823167,1.50,1388,,0,,29,45,,
T,16/03/2024 21:02:30,28.61784333,-17.84823167,1.50,1388,,0,,30,45,,
T,16/03/2024 21:02:33,28.61784333,-17.84823167,1.50,1388,,0,,28,45,,
T,16/03/2024 21:02:36,28.61784333,-17.84823167,1.50,1388,,0,,29,45,,
T,16/03/2024 21:02:39,28.61784333,-17.84823167,1.50,1388,,0,,28,45,,
T,16/03/2024 21:02:42,28.61784333,-17.84823167,1.50,1388,,0,,29,45,,
T,16/03/2024 21:02:45,28.61784333,-17.84823167,1.40,1388,,0,,28,44,,
T,16/03/2024 21:02:48,28.61784333,-17.84823167,1.40,1388,,0,,28,45,,
T,16/03/2024 21:02:51,28.61784333,-17.84823167,1.30,1388,,0,,27,45,,
T,16/03/2024 21:02:54,28.61784333,-17.84823167,1.30,1388,,0,,29,45,,
T,16/03/2024 21:02:57,28.61784333,-17.84823167,1.30,1388,,0,,29,44,,
T,16/03/2024 21:03:00,28.61784333,-17.84823167,1.30,1388,,0,,29,45,,
T,16/03/2024 21:03:03,28.61784333,-17.84823167,1.30,1388,,0,,29,45,,
T,16/03/2024 21:03:06,28.61784333,-17.84823167,1.40,1388,,0,,30,44,,
T,16/03/2024 21:03:09,28.61784333,-17.84823167,1.40,1388,,0,,30,45,,
T,16/03/2024 21:03:12,28.61784333,-17.84823167,1.40,1388,,0,,29,45,,
T,16/03/2024 21:03:15,28.61784333,-17.84823167,1.30,1388,,0,,29,45,,
T,16/03/2024 21:03:18,28.61784333,-17.84823167,1.40,1388,,0,,30,45,,
T,16/03/2024 21:03:21,28.61784333,-17.84823167,1.50,1388,,0,,30,45,,
T,16/03/2024 21:03:24,28.61784333,-17.84823167,1.60,1388,,0,,30,45,,
T,16/03/2024 21:03:27,28.61784333,-17.84823167,1.60,1388,,0,,30,45,,
T,16/03/2024 21:03:30,28.61784333,-17.84823167,1.60,1388,,0,,30,45,,
T,16/03/2024 21:03:33,28.61784333,-17.84823167,1.80,1388,,0,,27,45,,
T,16/03/2024 21:03:36,28.61784333,-17.84823167,1.90,1388,,0,,26,45,,
T,16/03/2024 21:03:39,28.61784333,-17.84823167,1.90,1388,,0,,29,44,,
T,16/03/2024 21:03:42,28.61784333,-17.84823167,1.90,1388,,0,,28,44,,
T,16/03/2024 21:03:45,28.61784333,-17.84823167,1.90,1388,,0,,28,44,,
T,16/03/2024 21:03:48,28.61784333,-17.84823167,1.90,1388,,0,,29,44,,
T,16/03/2024 21:03:51,28.61784333,-17.84823167,1.90,1388,,0,,28,44,,
T,16/03/2024 21:03:54,28.61784333,-17.84823167,1.90,1388,,0,,29,44,,
T,16/03/2024 21:03:57,28.61784333,-17.84823167,1.80,1388,,0,,28,44,,
T,16/03/2024 21:04:00,28.61784333,-17.84823167,1.80,1388,,0,,28,44,,
T,16/03/2024 21:04:03,28.61784333,-17.84823167,1.80,1388,,0,,25,44,,
T,16/03/2024 21:04:06,28.61784333,-17.84823167,1.80,1388,,0,,29,44,,
T,16/03/2024 21:04:09,28.61784333,-17.84823167,1.80,1388,,0,,29,43,,
T,16/03/2024 21:04:12,28.61784333,-17.84823167,1.80,1388,,0,,29,44,,
T,16/03/2024 21:04:15,28.61784333,-17.84823167,1.90,1388,,0,,28,44,,
T,16/03/2024 21:04:18,28.61784333,-17.84823167,1.90,1388,,0,,29,44,,
T,16/03/2024 21:04:21,28.61784333,-17.84823167,1.90,1388,,0,,30,44,,
T,16/03/2024 21:04:24,28.61784333,-17.84823167,2.00,1388,,0,,25,43,,
T,16/03/2024 21:04:27,28.61784333,-17.84823167,2.00,1388,,0,,27,43,,
T,16/03/2024 21:04:30,28.61784333,-17.84823167,1.90,1388,,0,,29,43,,
T,16/03/2024 21:04:33,28.61784333,-17.84823167,1.70,1388,,0,,27,43,,
T,16/03/2024 21:04:36,28.61784333,-17.84823167,1.80,1388,,0,,27,43,,
T,16/03/2024 21:04:39,28.61784333,-17.84823167,1.80,1388,,0,,26,43,,
T,16/03/2024 21:04:42,28.61784333,-17.84823167,1.80,1388,,0,,25,43,,
T,16/03/2024 21:04:45,28.61784333,-17.84823167,1.80,1388,,0,,25,43,,
T,16/03/2024 21:04:48,28.61784333,-17.84823167,1.80,1388,,0,,27,43,,
T,16/03/2024 21:04:51,28.61784333,-17.84823167,1.90,1388,,0,,26,43,,
T,16/03/2024 21:04:54,28.61784333,-17.84823167,1.90,1388,,0,,27,43,,
T,16/03/2024 21:04:57,28.61784333,-17.84823167,1.80,1388,,0,,29,43,,
T,16/03/2024 21:05:00,28.61784333,-17.84823167,1.70,1388,,0,,29,43,,
T,16/03/2024 21:05:03,28.61784333,-17.84823167,1.70,1388,,0,,28,43,,
T,16/03/2024 21:05:06,28.61784333,-17.84823167,1.70,1388,,0,,27,43,,
T,16/03/2024 21:05:09,28.61784333,-17.84823167,1.70,1388,,0,,25,43,,
T,16/03/2024 21:05:12,28.61784333,-17.84823167,1.80,1388,,0,,24,43,,
T,16/03/2024 21:05:15,28.61784333,-17.84823167,1.90,1388,,0,,25,43,,
T,16/03/2024 21:05:18,28.61784333,-17.84823167,1.80,1388,,0,,27,43,,
T,16/03/2024 21:05:21,28.61784333,-17.84823167,1.70,1388,,0,,30,43,,
T,16/03/2024 21:05:24,28.61784333,-17.84823167,1.70,1388,,0,,29,43,,
T,16/03/2024 21:05:27,28.61784333,-17.84823167,1.70,1388,,0,,28,43,,
T,16/03/2024 21:05:30,28.61784333,-17.84823167,1.80,1388,,0,,27,43,,
T,16/03/2024 21:05:33,28.61784333,-17.84823167,1.80,1388,,0,,27,43,,
T,16/03/2024 21:05:36,28.61784333,-17.84823167,1.80,1388,,0,,28,43,,
T,16/03/2024 21:05:39,28.61784333,-17.84823167,1.80,1388,,0,,28,43,,
T,16/03/2024 21:05:42,28.61784333,-17.84823167,1.80,1388,,0,,29,43,,
T,16/03/2024 21:05:45,28.61784333,-17.84823167,1.50,1388,,0,,26,43,,
T,16/03/2024 21:05:48,28.61784333,-17.84823167,1.60,1388,,0,,25,43,,
T,16/03/2024 21:05:51,28.61784333,-17.84823167,1.70,1388,,0,,26,43,,
T,16/03/2024 21:05:54,28.61784333,-17.84823167,1.50,1388,,0,,27,43,,
T,16/03/2024 21:05:57,28.61784333,-17.84823167,1.50,1388,,0,,26,43,,
T,16/03/2024 21:06:00,28.61784333,-17.84823167,1.50,1388,,0,,28,43,,
T,16/03/2024 21:06:03,28.61784333,-17.84823167,1.50,1388,,0,,26,43,,
T,16/03/2024 21:06:06,28.61784333,-17.84823167,1.50,1388,,0,,26,43,,
T,16/03/2024 21:06:09,28.61784333,-17.84823167,1.50,1388,,0,,25,43,,
T,16/03/2024 21:06:12,28.61784333,-17.84823167,1.60,1388,,0,,25,43,,
T,16/03/2024 21:06:15,28.61784333,-17.84823167,1.80,1388,,0,,25,43,,
T,16/03/2024 21:06:18,28.61785500,-17.84821500,1.90,1389,,0,,28,43,,
T,16/03/2024 21:06:21,28.61787000,-17.84820833,1.90,1389,,0,33,27,43,,
T,16/03/2024 21:06:24,28.61789000,-17.84819500,1.80,1388,,0,34,30,42,,
T,16/03/2024 21:06:27,28.61789833,-17.84817667,1.80,1388,,0,62,30,42,,
T,16/03/2024 21:06:30,28.61791333,-17.84814500,1.90,1386,,0,67,30,42,,
T,16/03/2024 21:06:33,28.61793333,-17.84810333,1.80,1387,,1,62,29,42,,
T,16/03/2024 21:06:36,28.61798167,-17.84801500,2.20,1386,,2,52,30,42,,
T,16/03/2024 21:06:39,28.61808000,-17.84789000,2.50,1386,,3,47,28,42,,
T,16/03/2024 21:06:42,28.61819833,-17.84773000,2.60,1384,,4,53,29,42,,
T,16/03/2024 21:06:45,28.61829833,-17.84754833,2.20,1382,,6,61,30,42,,
T,16/03/2024 21:06:48,28.61834333,-17.84737500,2.10,1379,,5,77,28,42,,
T,16/03/2024 21:06:51,28.61837167,-17.84720500,2.00,1376,,5,80,29,41,,
T,16/03/2024 21:06:54,28.61843000,-17.84708000,2.10,1374,,4,46,28,41,,
T,16/03/2024 21:06:57,28.61855000,-17.84701167,2.20,1373,,5,20,28,41,,
T,16/03/2024 21:07:00,28.61868667,-17.84696500,2.30,1375,,4,19,28,41,,
T,16/03/2024 21:07:03,28.61877333,-17.84688833,2.20,1375,,4,56,27,41,,
T,16/03/2024 21:07:06,28.61881333,-17.84671167,2.30,1376,,6,88,27,41,,
T,16/03/2024 21:07:09,28.61877833,-17.84646500,2.40,1372,,8,95,26,41,,
T,16/03/2024 21:07:12,28.61873667,-17.84620167,2.30,1369,,8,95,26,41,,
T,16/03/2024 21:07:15,28.61871833,-17.84594500,2.40,1366,,7,91,25,41,,
T,16/03/2024 21:07:18,28.61875667,-17.84573167,2.20,1364,,6,64,26,41,,
T,16/03/2024 21:07:21,28.61887500,-17.84554667,2.10,1364,,6,55,27,41,,
T,16/03/2024 21:07:24,28.61891833,-17.84536500,2.30,1364,,6,91,26,41,,
T,16/03/2024 21:07:27,28.61889500,-17.84516333,2.30,1361,,7,98,27,41,,
T,16/03/2024 21:07:30,28.61892000,-17.84493167,2.40,1360,,7,74,27,41,,
T,16/03/2024 21:07:33,28.61900167,-17.84470000,2.40,1359,,8,65,28,41,,
T,16/03/2024 21:07:36,28.61911000,-17.84447667,2.30,1358,,8,61,27,41,,
T,16/03/2024 21:07:39,28.61924667,-17.84427000,2.30,1354,,8,49,26,41,,
T,16/03/2024 21:07:42,28.61942500,-17.84412167,2.30,1353,,7,29,26,41,,
T,16/03/2024 21:07:45,28.61959000,-17.84404333,2.30,1352,,7,20,27,41,,
T,16/03/2024 21:07:48,28.61977500,-17.84393333,2.30,1352,,8,36,27,41,,
T,16/03/2024 21:07:51,28.61992833,-17.84375167,2.30,1347,,8,55,27,41,,
T,16/03/2024 21:07:54,28.62001833,-17.84350833,2.30,1344,,8,69,27,41,,
T,16/03/2024 21:07:57,28.62009833,-17.84323667,2.30,1341,,9,73,28,41,,
T,16/03/2024 21:08:00,28.62014667,-17.84292333,2.30,1339,,9,84,26,41,,
T,16/03/2024 21:08:03,28.62014833,-17.84263500,2.30,1338,,9,90,29,41,,
T,16/03/2024 21:08:06,28.62014000,-17.84236333,2.20,1336,,8,96,28,41,,
T,16/03/2024 21:08:09,28.62011167,-17.84214667,2.20,1335,,6,98,28,41,,
T,16/03/2024 21:08:12,28.62010833,-17.84198333,2.20,1335,,4,82,26,41,,
T,16/03/2024 21:08:15,28.62017833,-17.84186000,2.30,1333,,5,40,25,41,,
T,16/03/2024 21:08:18,28.62033833,-17.84177167,2.50,1331,,6,18,26,41,,
T,16/03/2024 21:08:21,28.62052333,-17.84172500,2.70,1329,,6,12,24,41,,
T,16/03/2024 21:08:24,28.62070000,-17.84166167,2.70,1327,,6,27,24,41,,
T,16/03/2024 21:08:27,28.62082833,-17.84154167,2.70,1326,,6,62,24,41,,
T,16/03/2024 21:08:30,28.62081000,-17.84136667,2.60,1324,,5,87,23,41,,
T,16/03/2024 21:08:33,28.62081833,-17.84122333,2.80,1326,,4,78,21,41,,
T,16/03/2024 21:08:36,28.62092167,-17.84114667,2.80,1330,,2,29,20,41,,
T,16/03/2024 21:08:39,28.62102333,-17.84114667,2.70,1329,,2,343,19,41,,
T,16/03/2024 21:08:42,28.62107667,-17.84121667,2.80,1328,,2,296,21,41,,
T,16/03/2024 21:08:45,28.62113333,-17.84137333,2.70,1328,,5,284,21,41,,
T,16/03/2024 21:08:48,28.62115333,-17.84153000,2.80,1327,,4,282,18,41,,
T,16/03/2024 21:08:51,28.62115667,-17.84169667,2.80,1324,,5,274,17,40,,
T,16/03/2024 21:08:54,28.62108833,-17.84185000,2.80,1317,,4,246,16,41,,
T,16/03/2024 21:08:57,28.62103833,-17.84198833,3.10,1316,,4,250,14,41,,
T,16/03/2024 21:09:00,28.62103833,-17.84222500,3.10,1317,,6,261,15,41,,
T,16/03/2024 21:09:03,28.62107500,-17.84241500,2.80,1309,,6,287,17,41,,
T,16/03/2024 21:09:06,28.62116833,-17.84257833,2.90,1306,,5,303,17,41,,
T,16/03/2024 21:09:09,28.62125667,-17.84272500,3.60,1304,,5,308,14,40,,
T,16/03/2024 21:09:12,28.62145000,-17.84275167,3.50,1302,,6,348,15,41,,
T,16/03/2024 21:09:15,28.62163667,-17.84273667,3.20,1303,,6,8,18,41,,
T,16/03/2024 21:09:18,28.62184167,-17.84267833,3.00,1305,,6,14,17,41,,
T,16/03/2024 21:09:21,28.62202833,-17.84260167,3.20,1307,,7,14,15,41,,
T,16/03/2024 21:09:24,28.62224667,-17.84252833,3.10,1307,,7,15,18,41,,
T,16/03/2024 21:09:27,28.62243167,-17.84246000,3.10,1306,,7,13,17,41,,
T,16/03/2024 21:09:30,28.62256667,-17.84240667,3.10,1303,,5,22,17,41,,
T,16/03/2024 21:09:33,28.62266833,-17.84232000,3.40,1304,,4,38,14,41,,
T,16/03/2024 21:09:36,28.62273333,-17.84214833,3.30,1304,,5,75,15,41,,
T,16/03/2024 21:09:39,28.62270167,-17.84191500,3.20,1305,,7,93,16,41,,
T,16/03/2024 21:09:42,28.62268667,-17.84160667,3.40,1305,,8,93,13,41,,
T,16/03/2024 21:09:45,28.62269833,-17.84130333,3.40,1309,,8,94,11,41,,
T,16/03/2024 21:09:48,28.62271000,-17.84100167,3.40,1310,,8,93,12,41,,
T,16/03/2024 21:09:51,28.62264500,-17.84070000,3.40,1311,,8,108,15,41,,
T,16/03/2024 21:09:54,28.62256000,-17.84046833,2.90,1309,,7,114,17,41,,
T,16/03/2024 21:09:57,28.62247833,-17.84027667,2.80,1310,,6,115,15,41,,
T,16/03/2024 21:10:00,28.62241667,-17.84013833,3.00,1309,,6,115,16,40,,
T,16/03/2024 21:10:03,28.62240833,-17.83999500,3.30,1309,,5,92,14,41,,
T,16/03/2024 21:10:06,28.62251167,-17.83979167,3.10,1308,,7,70,14,41,,
T,16/03/2024 21:10:09,28.62255333,-17.83955333,3.00,1313,,6,77,14,40,,
T,16/03/2024 21:10:12,28.62261500,-17.83935667,3.50,1312,,6,68,14,40,,
T,16/03/2024 21:10:15,28.62255000,-17.83927833,3.50,1306,,3,90,13,41,,
T,16/03/2024 21:10:18,28.62250167,-17.83918667,3.70,1306,,2,125,15,41,,
T,16/03/2024 21:10:21,28.62239167,-17.83913500,3.50,1305,,3,158,16,40,,
T,16/03/2024 21:10:24,28.62227333,-17.83910667,3.40,1304,,4,164,11,40,,
T,16/03/2024 21:10:27,28.62219167,-17.83910333,3.70,1306,,2,165,9,40,,
T,16/03/2024 21:10:30,28.62213000,-17.83904833,3.90,1305,,3,155,11,40,,
T,16/03/2024 21:10:33,28.62211500,-17.83898667,3.80,1304,,2,149,12,41,,
T,16/03/2024 21:10:36,28.62212167,-17.83894167,3.30,1294,,1,125,13,40,,
T,16/03/2024 21:10:39,28.62213500,-17.83891167,3.30,1293,,1,90,14,41,,
