type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,18/03/2024 16:43:30,28.65337333,-17.76056167,1.70,41,,0,,26,43,,
T,18/03/2024 16:43:33,28.65337333,-17.76056167,1.80,41,,0,,26,43,,
T,18/03/2024 16:43:36,28.65337333,-17.76056167,1.60,41,,0,,27,43,,
T,18/03/2024 16:43:39,28.65337333,-17.76056167,1.80,41,,0,,27,43,,
T,18/03/2024 16:43:42,28.65337333,-17.76056167,1.90,41,,0,,26,43,,
T,18/03/2024 16:43:45,28.65337333,-17.76056167,1.60,41,,0,,28,43,,
T,18/03/2024 16:43:48,28.65337333,-17.76056167,1.70,41,,0,,27,43,,
T,18/03/2024 16:43:51,28.65337333,-17.76056167,1.80,41,,0,,28,43,,
T,18/03/2024 16:43:54,28.65337333,-17.76056167,1.70,41,,0,,27,43,,
T,18/03/2024 16:43:57,28.65337333,-17.76056167,1.70,41,,0,,28,43,,
T,18/03/2024 16:44:00,28.65337333,-17.76056167,1.70,41,,0,,24,43,,
T,18/03/2024 16:44:03,28.65337333,-17.76056167,1.50,41,,0,,26,43,,
T,18/03/2024 16:44:06,28.65337333,-17.76056167,1.60,41,,0,,24,43,,
T,18/03/2024 16:44:09,28.65337333,-17.76056167,1.50,41,,0,,28,43,,
T,18/03/2024 16:44:12,28.65337333,-17.76056167,1.50,41,,0,,29,43,,
T,18/03/2024 16:44:15,28.65337333,-17.76056167,1.50,41,,0,,28,43,,
T,18/03/2024 16:44:18,28.65337333,-17.76056167,1.50,41,,0,,28,43,,
T,18/03/2024 16:44:21,28.65337333,-17.76056167,1.50,41,,0,,26,43,,
T,18/03/2024 16:44:24,28.65337333,-17.76056167,1.40,41,,0,,26,43,,
T,18/03/2024 16:44:27,28.65337333,-17.76056167,1.50,41,,0,,28,43,,
T,18/03/2024 16:44:30,28.65337333,-17.76056167,1.40,41,,0,,28,43,,
T,18/03/2024 16:44:33,28.65337333,-17.76056167,1.40,41,,0,,27,43,,
T,18/03/2024 16:44:36,28.65337333,-17.76056167,1.40,41,,0,,27,43,,
T,18/03/2024 16:44:39,28.65337333,-17.76056167,1.40,41,,0,,27,43,,
T,18/03/2024 16:44:42,28.65337333,-17.76056167,1.50,41,,0,,27,43,,
T,18/03/2024 16:44:45,28.65337333,-17.76056167,1.50,41,,0,,27,43,,
T,18/03/2024 16:44:48,28.65337333,-17.76056167,1.50,41,,0,,27,43,,
T,18/03/2024 16:44:51,28.65337333,-17.76056167,1.60,41,,0,,26,43,,
T,18/03/2024 16:44:54,28.65337333,-17.76056167,1.60,41,,0,,27,43,,
T,18/03/2024 16:44:57,28.65337333,-17.76056167,1.60,41,,0,,25,43,,
T,18/03/2024 16:45:00,28.65337333,-17.76056167,1.50,41,,0,,26,43,,
T,18/03/2024 16:45:03,28.65337333,-17.76056167,1.50,41,,0,,27,43,,
T,18/03/2024 16:45:06,28.65337333,-17.76056167,1.50,41,,0,,28,43,,
T,18/03/2024 16:45:09,28.65337333,-17.76056167,1.50,41,,0,,28,43,,
T,18/03/2024 16:45:12,28.65337333,-17.76056167,1.50,41,,0,,28,43,,
T,18/03/2024 16:45:15,28.65337333,-17.76056167,1.50,41,,0,,27,43,,
T,18/03/2024 16:45:18,28.65337333,-17.76056167,1.50,41,,0,,27,42,,
T,18/03/2024 16:45:21,28.65337333,-17.76056167,1.60,41,,0,,27,42,,
T,18/03/2024 16:45:24,28.65337333,-17.76056167,1.60,41,,0,,27,43,,
T,18/03/2024 16:45:27,28.65337333,-17.76056167,1.60,41,,0,,27,43,,
T,18/03/2024 16:45:30,28.65337333,-17.76056167,1.50,41,,0,,27,43,,
T,18/03/2024 16:45:33,28.65337333,-17.76056167,1.50,41,,0,,27,43,,
T,18/03/2024 16:45:36,28.65337333,-17.76056167,1.40,41,,0,,25,43,,
T,18/03/2024 16:45:39,28.65337333,-17.76056167,1.50,41,,0,,27,43,,
T,18/03/2024 16:45:42,28.65337333,-17.76056167,1.50,41,,0,,27,43,,
T,18/03/2024 16:45:45,28.65337333,-17.76056167,1.40,41,,0,,27,43,,
T,18/03/2024 16:45:48,28.65337333,-17.76056167,1.40,41,,0,,27,42,,
T,18/03/2024 16:45:51,28.65337333,-17.76056167,1.40,41,,0,,26,43,,
T,18/03/2024 16:45:54,28.65337333,-17.76056167,1.50,41,,0,,27,43,,
T,18/03/2024 16:45:57,28.65337333,-17.76056167,1.60,41,,0,,25,43,,
T,18/03/2024 16:46:00,28.65337333,-17.76056167,1.50,41,,0,,27,43,,
T,18/03/2024 16:46:03,28.65337333,-17.76056167,1.50,41,,0,,28,43,,
T,18/03/2024 16:46:06,28.65337333,-17.76056167,1.50,41,,0,,27,43,,
T,18/03/2024 16:46:09,28.65337333,-17.76056167,1.50,41,,0,,27,43,,
T,18/03/2024 16:46:12,28.65337333,-17.76056167,1.50,41,,0,,27,43,,
T,18/03/2024 16:46:15,28.65337333,-17.76056167,1.40,41,,0,,28,43,,
T,18/03/2024 16:46:18,28.65337333,-17.76056167,1.40,41,,0,,28,43,,
T,18/03/2024 16:46:21,28.65337333,-17.76056167,1.40,41,,0,,28,43,,
T,18/03/2024 16:46:24,28.65337333,-17.76056167,1.40,41,,0,,27,42,,
T,18/03/2024 16:46:27,28.65337333,-17.76056167,1.40,41,,0,,25,43,,
T,18/03/2024 16:46:30,28.65337333,-17.76056167,1.40,41,,0,,27,43,,
T,18/03/2024 16:46:33,28.65337333,-17.76056167,1.50,41,,0,,27,43,,
T,18/03/2024 16:46:36,28.65337333,-17.76056167,1.50,41,,0,,27,42,,
T,18/03/2024 16:46:39,28.65337333,-17.76056167,1.50,41,,0,,27,43,,
T,18/03/2024 16:46:42,28.65337333,-17.76056167,1.50,41,,0,,25,43,,
T,18/03/2024 16:46:45,28.65337333,-17.76056167,1.60,41,,0,,25,43,,
T,18/03/2024 16:46:48,28.65337333,-17.76056167,1.50,41,,0,,26,43,,
T,18/03/2024 16:46:51,28.65337333,-17.76056167,1.50,41,,0,,25,43,,
T,18/03/2024 16:46:54,28.65337333,-17.76056167,1.50,41,,0,,25,43,,
T,18/03/2024 16:46:57,28.65337333,-17.76056167,1.50,41,,0,,25,43,,
T,18/03/2024 16:47:00,28.65337333,-17.76056167,1.50,41,,0,,26,42,,
T,18/03/2024 16:47:03,28.65337333,-17.76056167,1.50,41,,0,,25,43,,
T,18/03/2024 16:47:06,28.65337333,-17.76056167,1.50,41,,0,,26,43,,
T,18/03/2024 16:47:09,28.65337333,-17.76056167,1.50,41,,0,,24,43,,
T,18/03/2024 16:47:12,28.65337333,-17.76056167,1.40,41,,0,,27,43,,
T,18/03/2024 16:47:15,28.65337333,-17.76056167,1.60,41,,0,,28,43,,
T,18/03/2024 16:47:18,28.65337333,-17.76056167,1.40,41,,0,,29,43,,
T,18/03/2024 16:47:21,28.65337333,-17.76056167,1.40,41,,0,,30,43,,
T,18/03/2024 16:47:24,28.65337333,-17.76056167,1.30,41,,0,,29,43,,
T,18/03/2024 16:47:27,28.65337333,-17.76056167,1.30,41,,0,,30,43,,
T,18/03/2024 16:47:30,28.65337333,-17.76056167,1.30,41,,0,,29,44,,
T,18/03/2024 16:47:33,28.65337333,-17.76056167,1.40,41,,0,,29,44,,
T,18/03/2024 16:47:36,28.65337333,-17.76056167,1.40,41,,0,,30,44,,
T,18/03/2024 16:47:39,28.65337333,-17.76056167,1.40,41,,0,,30,44,,
T,18/03/2024 16:47:42,28.65337333,-17.76056167,1.30,41,,0,,30,44,,
T,18/03/2024 16:47:45,28.65337333,-17.76056167,1.30,41,,0,,30,44,,
T,18/03/2024 16:47:48,28.65337333,-17.76056167,1.40,41,,0,,30,44,,
T,18/03/2024 16:47:51,28.65337333,-17.76056167,1.30,41,,0,,30,44,,
T,18/03/2024 16:47:54,28.65337333,-17.76056167,1.30,41,,0,,30,45,,
T,18/03/2024 16:47:57,28.65337333,-17.76056167,1.30,41,,0,,29,45,,
T,18/03/2024 16:48:00,28.65337333,-17.76056167,1.30,41,,0,,30,45,,
T,18/03/2024 16:48:03,28.65340333,-17.76055000,1.40,45,,0,,30,45,,
T,18/03/2024 16:48:06,28.65340167,-17.76055000,1.50,46,,0,,28,45,,
T,18/03/2024 16:48:09,28.65340167,-17.76055000,1.40,46,,0,,26,45,,
T,18/03/2024 16:48:12,28.65340167,-17.76055000,1.40,46,,0,,28,45,,
T,18/03/2024 16:48:15,28.65340167,-17.76055000,1.30,46,,0,,29,45,,
T,18/03/2024 16:48:18,28.65340167,-17.76055000,1.30,46,,0,,28,45,,
T,18/03/2024 16:48:21,28.65340167,-17.76055000,1.30,46,,0,,29,45,,
T,18/03/2024 16:48:24,28.65340167,-17.76055000,1.30,46,,0,,29,45,,
T,18/03/2024 16:48:27,28.65340167,-17.76055000,1.30,46,,0,,28,45,,
T,18/03/2024 16:48:30,28.65340167,-17.76055000,1.30,46,,0,,28,45,,
T,18/03/2024 16:48:33,28.65340167,-17.76055000,1.30,46,,0,,28,45,,
T,18/03/2024 16:48:36,28.65340167,-17.76055000,1.30,46,,0,,28,45,,
T,18/03/2024 16:48:39,28.65340167,-17.76055000,1.30,46,,0,,28,45,,
T,18/03/2024 16:48:42,28.65340167,-17.76055000,1.30,46,,0,,28,45,,
T,18/03/2024 16:48:45,28.65340167,-17.76055000,1.30,46,,0,,27,45,,
T,18/03/2024 16:48:48,28.65340167,-17.76055000,1.30,46,,0,,28,45,,
T,18/03/2024 16:48:51,28.65340167,-17.76055000,1.30,46,,0,,27,45,,
T,18/03/2024 16:48:54,28.65340167,-17.76055000,1.30,46,,0,,27,45,,
T,18/03/2024 16:48:57,28.65340167,-17.76055000,1.30,46,,0,,27,45,,
T,18/03/2024 16:49:00,28.65340167,-17.76055000,1.30,46,,0,,28,45,,
T,18/03/2024 16:49:03,28.65340167,-17.76055000,1.30,46,,0,,27,45,,
T,18/03/2024 16:49:06,28.65340167,-17.76055000,1.30,46,,0,,29,45,,
T,18/03/2024 16:49:09,28.65340167,-17.76055000,1.30,46,,0,,27,45,,
T,18/03/2024 16:49:12,28.65340167,-17.76055000,1.30,46,,0,,28,45,,
T,18/03/2024 16:49:15,28.65340167,-17.76055000,1.20,46,,0,,30,45,,
T,18/03/2024 16:49:18,28.65340167,-17.76055000,1.30,46,,0,,29,45,,
T,18/03/2024 16:49:21,28.65336500,-17.76057333,1.40,43,,0,313,29,45,,
T,18/03/2024 16:49:24,28.65337500,-17.76057500,1.30,42,,0,,28,45,,
T,18/03/2024 16:49:27,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:49:30,28.65337500,-17.76057500,1.50,42,,0,,30,45,,
T,18/03/2024 16:49:33,28.65337500,-17.76057500,1.50,42,,0,,30,45,,
T,18/03/2024 16:49:36,28.65337500,-17.76057500,1.50,42,,0,,30,45,,
T,18/03/2024 16:49:39,28.65337500,-17.76057500,1.50,42,,0,,30,45,,
T,18/03/2024 16:49:42,28.65337500,-17.76057500,1.50,42,,0,,28,45,,
T,18/03/2024 16:49:45,28.65337500,-17.76057500,1.50,42,,0,,29,45,,
T,18/03/2024 16:49:48,28.65337500,-17.76057500,1.50,42,,0,,29,45,,
T,18/03/2024 16:49:51,28.65337500,-17.76057500,1.60,42,,0,,29,45,,
T,18/03/2024 16:49:54,28.65337500,-17.76057500,1.60,42,,0,,29,45,,
T,18/03/2024 16:49:57,28.65337500,-17.76057500,1.50,42,,0,,27,45,,
T,18/03/2024 16:50:00,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:50:03,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:50:06,28.65337500,-17.76057500,1.40,42,,0,,28,45,,
T,18/03/2024 16:50:09,28.65337500,-17.76057500,1.50,42,,0,,29,45,,
T,18/03/2024 16:50:12,28.65337500,-17.76057500,1.50,42,,0,,28,45,,
T,18/03/2024 16:50:15,28.65337500,-17.76057500,1.50,42,,0,,28,45,,
T,18/03/2024 16:50:18,28.65337500,-17.76057500,1.50,42,,0,,29,45,,
T,18/03/2024 16:50:21,28.65337500,-17.76057500,1.50,42,,0,,28,45,,
T,18/03/2024 16:50:24,28.65337500,-17.76057500,1.50,42,,0,,30,45,,
T,18/03/2024 16:50:27,28.65337500,-17.76057500,1.50,42,,0,,30,45,,
T,18/03/2024 16:50:30,28.65337500,-17.76057500,1.40,42,,0,,29,44,,
T,18/03/2024 16:50:33,28.65337500,-17.76057500,1.40,42,,0,,30,45,,
T,18/03/2024 16:50:36,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:50:39,28.65337500,-17.76057500,1.40,42,,0,,30,45,,
T,18/03/2024 16:50:42,28.65337500,-17.76057500,1.50,42,,0,,30,45,,
T,18/03/2024 16:50:45,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:50:48,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:50:51,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:50:54,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:50:57,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:51:00,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:51:03,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:51:06,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:51:09,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:51:12,28.65337500,-17.76057500,1.40,42,,0,,28,45,,
T,18/03/2024 16:51:15,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:51:18,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:51:21,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:51:24,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:51:27,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:51:30,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:51:33,28.65337500,-17.76057500,1.30,42,,0,,29,45,,
T,18/03/2024 16:51:36,28.65337500,-17.76057500,1.30,42,,0,,29,45,,
T,18/03/2024 16:51:39,28.65337500,-17.76057500,1.30,42,,0,,29,45,,
T,18/03/2024 16:51:42,28.65337500,-17.76057500,1.30,42,,0,,29,45,,
T,18/03/2024 16:51:45,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:51:48,28.65337500,-17.76057500,1.30,42,,0,,28,45,,
T,18/03/2024 16:51:51,28.65337500,-17.76057500,1.30,42,,0,,28,45,,
T,18/03/2024 16:51:54,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:51:57,28.65337500,-17.76057500,1.40,42,,0,,30,45,,
T,18/03/2024 16:52:00,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:52:03,28.65337500,-17.76057500,1.30,42,,0,,30,45,,
T,18/03/2024 16:52:06,28.65337500,-17.76057500,1.30,42,,0,,30,45,,
T,18/03/2024 16:52:09,28.65337500,-17.76057500,1.40,42,,0,,30,45,,
T,18/03/2024 16:52:12,28.65337500,-17.76057500,1.40,42,,0,,30,45,,
T,18/03/2024 16:52:15,28.65337500,-17.76057500,1.30,42,,0,,30,45,,
T,18/03/2024 16:52:18,28.65337500,-17.76057500,1.40,42,,0,,30,45,,
T,18/03/2024 16:52:21,28.65337500,-17.76057500,1.40,42,,0,,30,45,,
T,18/03/2024 16:52:24,28.65337500,-17.76057500,1.30,42,,0,,30,45,,
T,18/03/2024 16:52:27,28.65337500,-17.76057500,1.40,42,,0,,30,44,,
T,18/03/2024 16:52:30,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:52:33,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:52:36,28.65337500,-17.76057500,1.40,42,,0,,30,45,,
T,18/03/2024 16:52:39,28.65337500,-17.76057500,1.50,42,,0,,30,45,,
T,18/03/2024 16:52:42,28.65337500,-17.76057500,1.50,42,,0,,30,45,,
T,18/03/2024 16:52:45,28.65337500,-17.76057500,1.40,42,,0,,30,45,,
T,18/03/2024 16:52:48,28.65337500,-17.76057500,1.40,42,,0,,28,45,,
T,18/03/2024 16:52:51,28.65337500,-17.76057500,1.50,42,,0,,28,45,,
T,18/03/2024 16:52:54,28.65337500,-17.76057500,1.50,42,,0,,30,45,,
T,18/03/2024 16:52:57,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:53:00,28.65337500,-17.76057500,1.50,42,,0,,29,45,,
T,18/03/2024 16:53:03,28.65337500,-17.76057500,1.50,42,,0,,29,45,,
T,18/03/2024 16:53:06,28.65337500,-17.76057500,1.50,42,,0,,28,45,,
T,18/03/2024 16:53:09,28.65337500,-17.76057500,1.40,42,,0,,30,45,,
T,18/03/2024 16:53:12,28.65337500,-17.76057500,1.40,42,,0,,30,45,,
T,18/03/2024 16:53:15,28.65337500,-17.76057500,1.40,42,,0,,28,45,,
T,18/03/2024 16:53:18,28.65337500,-17.76057500,1.40,42,,0,,28,45,,
T,18/03/2024 16:53:21,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:53:24,28.65337500,-17.76057500,1.40,42,,0,,28,45,,
T,18/03/2024 16:53:27,28.65337500,-17.76057500,1.40,42,,0,,27,45,,
T,18/03/2024 16:53:30,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:53:33,28.65337500,-17.76057500,1.40,42,,0,,28,45,,
T,18/03/2024 16:53:36,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:53:39,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:53:42,28.65337500,-17.76057500,1.50,42,,0,,29,45,,
T,18/03/2024 16:53:45,28.65337500,-17.76057500,1.50,42,,0,,28,45,,
T,18/03/2024 16:53:48,28.65337500,-17.76057500,1.50,42,,0,,29,45,,
T,18/03/2024 16:53:51,28.65337500,-17.76057500,1.50,42,,0,,29,45,,
T,18/03/2024 16:53:54,28.65337500,-17.76057500,1.50,42,,0,,28,45,,
T,18/03/2024 16:53:57,28.65337500,-17.76057500,1.40,42,,0,,28,45,,
T,18/03/2024 16:54:00,28.65337500,-17.76057500,1.40,42,,0,,28,45,,
T,18/03/2024 16:54:03,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:54:06,28.65337500,-17.76057500,1.40,42,,0,,28,45,,
T,18/03/2024 16:54:09,28.65337500,-17.76057500,1.40,42,,0,,28,45,,
T,18/03/2024 16:54:12,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:54:15,28.65337500,-17.76057500,1.40,42,,0,,29,45,,
T,18/03/2024 16:54:18,28.65337500,-17.76057500,1.40,42,,0,,28,46,,
T,18/03/2024 16:54:21,28.65337500,-17.76057500,1.40,42,,0,,28,45,,
T,18/03/2024 16:54:24,28.65337500,-17.76057500,1.40,42,,0,,29,46,,
T,18/03/2024 16:54:27,28.65337500,-17.76057500,1.50,42,,0,,29,46,,
T,18/03/2024 16:54:30,28.65337500,-17.76057500,1.50,42,,0,,29,46,,
T,18/03/2024 16:54:33,28.65337500,-17.76057500,1.50,42,,0,,29,46,,
T,18/03/2024 16:54:36,28.65337500,-17.76057500,1.50,42,,0,,29,45,,
T,18/03/2024 16:54:39,28.65337500,-17.76057500,1.50,42,,0,,29,46,,
T,18/03/2024 16:54:42,28.65337500,-17.76057500,1.50,42,,0,,29,46,,
T,18/03/2024 16:54:45,28.65337500,-17.76057500,1.50,42,,0,,29,46,,
T,18/03/2024 16:54:48,28.65337500,-17.76057500,1.50,42,,0,,29,46,,
T,18/03/2024 16:54:51,28.65337500,-17.76057500,1.40,42,,0,,28,45,,
T,18/03/2024 16:54:54,28.65337500,-17.76057500,1.50,42,,0,,28,45,,
T,18/03/2024 16:54:57,28.65337500,-17.76057500,1.50,42,,0,,28,46,,
T,18/03/2024 16:55:00,28.65337500,-17.76057500,1.60,42,,0,,29,46,,
T,18/03/2024 16:55:03,28.65337500,-17.76057500,1.50,42,,0,,28,46,,
T,18/03/2024 16:55:06,28.65337500,-17.76057500,1.50,42,,0,,29,46,,
T,18/03/2024 16:55:09,28.65337500,-17.76057500,1.40,42,,0,,29,46,,
T,18/03/2024 16:55:12,28.65337500,-17.76057500,1.40,42,,0,,29,46,,
T,18/03/2024 16:55:15,28.65337500,-17.76057500,1.30,42,,0,,28,46,,
T,18/03/2024 16:55:18,28.65337500,-17.76057500,1.30,42,,0,,27,46,,
T,18/03/2024 16:55:21,28.65337500,-17.76057500,1.30,42,,0,,28,46,,
T,18/03/2024 16:55:24,28.65337500,-17.76057500,1.30,42,,0,,28,46,,
T,18/03/2024 16:55:27,28.65337500,-17.76057500,1.50,42,,0,,28,46,,
T,18/03/2024 16:55:30,28.65337500,-17.76057500,1.70,42,,0,,27,46,,
T,18/03/2024 16:55:33,28.65337500,-17.76057500,1.60,42,,0,,27,46,,
T,18/03/2024 16:55:36,28.65337500,-17.76057500,1.50,42,,0,,26,46,,
T,18/03/2024 16:55:39,28.65337500,-17.76057500,1.50,42,,0,,28,46,,
T,18/03/2024 16:55:42,28.65337500,-17.76057500,1.40,42,,0,,28,46,,
T,18/03/2024 16:55:45,28.65337500,-17.76057500,1.50,42,,0,,27,46,,
T,18/03/2024 16:55:48,28.65337500,-17.76057500,1.40,42,,0,,27,46,,
T,18/03/2024 16:55:51,28.65337500,-17.76057500,1.40,42,,0,,27,45,,
T,18/03/2024 16:55:54,28.65337500,-17.76057500,1.40,42,,0,,27,46,,
T,18/03/2024 16:55:57,28.65337500,-17.76057500,1.40,42,,0,,28,46,,
T,18/03/2024 16:56:00,28.65337500,-17.76057500,1.30,42,,0,,28,46,,
T,18/03/2024 16:56:03,28.65337500,-17.76057500,1.40,42,,0,,27,46,,
T,18/03/2024 16:56:06,28.65337500,-17.76057500,1.40,42,,0,,28,46,,
T,18/03/2024 16:56:09,28.65337500,-17.76057500,1.40,42,,0,,28,46,,
T,18/03/2024 16:56:12,28.65337500,-17.76057500,1.40,42,,0,,28,46,,
T,18/03/2024 16:56:15,28.65337500,-17.76057500,1.40,42,,0,,28,46,,
T,18/03/2024 16:56:18,28.65337500,-17.76057500,1.40,42,,0,,26,46,,
T,18/03/2024 16:56:21,28.65337500,-17.76057500,1.40,42,,0,,26,46,,
T,18/03/2024 16:56:24,28.65337500,-17.76057500,1.40,42,,0,,27,46,,
T,18/03/2024 16:56:27,28.65337500,-17.76057500,1.40,42,,0,,28,46,,
T,18/03/2024 16:56:30,28.65337500,-17.76057500,1.40,42,,0,,28,46,,
T,18/03/2024 16:56:33,28.65337500,-17.76057500,1.30,42,,0,,29,46,,
T,18/03/2024 16:56:36,28.65337500,-17.76057500,1.30,42,,0,,29,45,,
T,18/03/2024 16:56:39,28.65337500,-17.76057500,1.30,42,,0,,30,44,,
T,18/03/2024 16:56:42,28.65336167,-17.76055667,1.50,52,,0,192,30,45,,
T,18/03/2024 16:56:45,28.65334833,-17.76057167,1.50,51,,0,220,29,45,,
T,18/03/2024 16:56:48,28.65334667,-17.76058333,1.40,51,,0,239,30,45,,
T,18/03/2024 16:56:51,28.65335000,-17.76058667,1.40,51,,0,,31,45,,
T,18/03/2024 16:56:54,28.65335000,-17.76058500,1.40,51,,0,,31,45,,
T,18/03/2024 16:56:57,28.65335000,-17.76058500,1.40,51,,0,,30,45,,
T,18/03/2024 16:57:00,28.65335000,-17.76058500,1.40,51,,0,,30,45,,
T,18/03/2024 16:57:03,28.65335000,-17.76058500,1.40,51,,0,,29,45,,
T,18/03/2024 16:57:06,28.65335000,-17.76058500,1.30,51,,0,,29,45,,
T,18/03/2024 16:57:09,28.65335000,-17.76058500,1.30,51,,0,,31,45,,
T,18/03/2024 16:57:12,28.65335000,-17.76058500,1.30,51,,0,,31,45,,
T,18/03/2024 16:57:15,28.65335000,-17.76058500,1.40,51,,0,,31,45,,
T,18/03/2024 16:57:18,28.65337000,-17.76055667,1.40,49,,0,,30,45,,
T,18/03/2024 16:57:21,28.65337500,-17.76056167,1.40,49,,0,,29,45,,
T,18/03/2024 16:57:24,28.65337500,-17.76056167,1.40,49,,0,,29,45,,
T,18/03/2024 16:57:27,28.65337500,-17.76056167,1.30,49,,0,,30,45,,
T,18/03/2024 16:57:30,28.65337500,-17.76056167,1.30,49,,0,,30,45,,
T,18/03/2024 16:57:33,28.65337500,-17.76056167,1.30,49,,0,,31,45,,
T,18/03/2024 16:57:36,28.65337500,-17.76056167,1.40,49,,0,,29,46,,
T,18/03/2024 16:57:39,28.65337500,-17.76056167,1.30,49,,0,,30,46,,
T,18/03/2024 16:57:42,28.65337500,-17.76056167,1.30,49,,0,,30,46,,
T,18/03/2024 16:57:45,28.65337500,-17.76056167,1.20,49,,0,,30,46,,
T,18/03/2024 16:57:48,28.65337500,-17.76056167,1.30,49,,0,,30,46,,
T,18/03/2024 16:57:51,28.65337500,-17.76056167,1.30,49,,0,,31,46,,
T,18/03/2024 16:57:54,28.65337500,-17.76056167,1.30,49,,0,,31,46,,
T,18/03/2024 16:57:57,28.65337500,-17.76056167,1.30,49,,0,,31,46,,
T,18/03/2024 16:58:00,28.65337500,-17.76056167,1.30,49,,0,,31,46,,
T,18/03/2024 16:58:03,28.65337500,-17.76056167,1.30,49,,0,,31,46,,
T,18/03/2024 16:58:06,28.65337500,-17.76056167,1.30,49,,0,,31,46,,
T,18/03/2024 16:58:09,28.65337500,-17.76056167,1.40,49,,0,,30,46,,
T,18/03/2024 16:58:12,28.65337500,-17.76056167,1.40,49,,0,,31,46,,
T,18/03/2024 16:58:15,28.65337500,-17.76056167,1.40,49,,0,,31,46,,
T,18/03/2024 16:58:18,28.65337500,-17.76056167,1.30,49,,0,,30,46,,
T,18/03/2024 16:58:21,28.65337500,-17.76056167,1.40,49,,0,,31,46,,
T,18/03/2024 16:58:24,28.65337500,-17.76056167,1.60,49,,0,,31,46,,
T,18/03/2024 16:58:27,28.65337500,-17.76056167,1.70,49,,0,,30,46,,
T,18/03/2024 16:58:30,28.65337500,-17.76056167,1.70,49,,0,,28,46,,
T,18/03/2024 16:58:33,28.65337500,-17.76056167,1.60,49,,0,,29,46,,
T,18/03/2024 16:58:36,28.65337500,-17.76056167,1.60,49,,0,,29,46,,
T,18/03/2024 16:58:39,28.65337500,-17.76056167,1.70,49,,0,,28,46,,
T,18/03/2024 16:58:42,28.65337500,-17.76056167,1.60,49,,0,,29,45,,
T,18/03/2024 16:58:45,28.65337500,-17.76056167,1.60,49,,0,,29,45,,
T,18/03/2024 16:58:48,28.65337500,-17.76056167,1.60,49,,0,,28,45,,
T,18/03/2024 16:58:51,28.65337500,-17.76056167,1.60,49,,0,,28,45,,
T,18/03/2024 16:58:54,28.65337500,-17.76056167,1.70,49,,0,,29,45,,
T,18/03/2024 16:58:57,28.65337500,-17.76056167,1.70,49,,0,,29,45,,
T,18/03/2024 16:59:00,28.65337500,-17.76056167,1.70,49,,0,,28,45,,
T,18/03/2024 16:59:03,28.65337500,-17.76056167,1.70,49,,0,,28,45,,
T,18/03/2024 16:59:06,28.65337500,-17.76056167,1.70,49,,0,,30,45,,
T,18/03/2024 16:59:09,28.65337500,-17.76056167,1.70,49,,0,,29,45,,
T,18/03/2024 16:59:12,28.65337500,-17.76056167,1.60,49,,0,,30,45,,
T,18/03/2024 16:59:15,28.65337500,-17.76056167,1.70,49,,0,,28,45,,
